"county_fips","state","county_name","distance_nearest_farmersmarket_mile","distance_nearest_hub_mile","number_foodhub","has_hub","all_sales","d2c_sales_pct","local_sales_pct","intermediated_sales_pct_derived","SPMA","SPMA_0_100","share"
"12071","Florida","Lee",3.80927662912071,135.28027127719,NA,FALSE,132874000,0.882038593,10.156991,99.117961407,87965.1381830972,42.8615306762054,1.47966214714381
"12101","Florida","Pasco",8.67280141850663,15.5517714095588,NA,FALSE,137332000,0.205341801,3.41216898,99.794658199,570404.893593685,51.3564414013302,7.68108755129959
"12033","Florida","Escambia",15.9685453774106,88.8968834206643,NA,FALSE,46044000,0.46477282,1.843888402,99.53522718,6638.55013425485,31.119736771363,0.274811463046757
"12037","Florida","Franklin",29.5092337717788,172.645870760028,NA,FALSE,1025000,1.951219559,NA,98.048780441,56.6848902996332,9.55385257487988,NA
"02090","Alaska","Fairbanks North Star",NA,40.731275725992,1,TRUE,15653000,7.794033051,NA,92.205966949,NA,NA,0.273311897106109
"12065","Florida","Jefferson",7.69112361503522,144.463681020206,NA,FALSE,114586000,0.256575853,2.458415508,99.743424147,10446.5719336679,33.1797380741877,1.211005763153
"13185","Georgia","Lowndes",1.40208710074267,127.672129241903,NA,FALSE,38452000,0.223655462,NA,99.776344538,46100.7354061418,39.9255168142834,1.25090415913201
"13127","Georgia","Glynn",11.6865386819632,98.9937619863535,NA,FALSE,551000,7.25952816,NA,92.74047184,345.023079829046,17.6948335027682,0.0397887323943662
"13051","Georgia","Chatham",3.88269684331899,42.9905777724104,NA,FALSE,10150000,0.315270931,4.778325081,99.684729069,7597.21858836323,31.7326112869513,NA
"13179","Georgia","Liberty",4.73690163588248,67.189896573592,NA,FALSE,320000,1.5625,NA,98.4375,292.609349164039,16.9484243719772,NA
"13073","Georgia","Columbia",13.6928507866429,16.404268527847,NA,FALSE,5996000,1.034022689,1.434289575,98.965977311,22381.9568883063,36.6421014678496,0.129319955406912
"13137","Georgia","Habersham",1.05608114685374,52.4581041784372,NA,FALSE,133785000,0.036625929,NA,99.963374071,92532.6071419194,43.0915578689872,0.160454384096557
"16041","Idaho","Franklin",18.7437868702734,91.6993938140429,NA,FALSE,131820000,0.185859501,NA,99.814140499,16344.688424767,35.2136973242047,0.0160146419583619
"16033","Idaho","Clark",46.9268488969477,57.08115584698,NA,FALSE,49051000,NA,NA,NA,NA,NA,NA
"16079","Idaho","Shoshone",50.2681985057071,73.7858762842133,NA,FALSE,222000,10.36036015,NA,89.63963985,45.6537086014968,8.58937858523346,0.0421052631578947
